index	file	K	budget	attack	selector	victim	method	run_name	estimate	walltime	command
11	cross_011_k1_fc_b0_002_svgg13_aresnet20_greedy.sh	1	0.002	fc	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K1_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
12	cross_012_k1_fc_b0_002_svgg13_avgg13_greedy.sh	1	0.002	fc	VGG13BN	VGG13BN	greedy	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K1_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
13	cross_013_k1_fc_b0_002_sconvnet_aconvnet_dpp.sh	1	0.002	fc	ConvNetBN	ConvNetBN	dpp	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K1_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
14	cross_014_k1_fc_b0_002_sconvnet_aresnet20_dpp.sh	1	0.002	fc	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K1_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
15	cross_015_k1_fc_b0_002_sconvnet_avgg13_dpp.sh	1	0.002	fc	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K1_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
16	cross_016_k1_fc_b0_002_sresnet20_aconvnet_dpp.sh	1	0.002	fc	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K1_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
17	cross_017_k1_fc_b0_002_sresnet20_aresnet20_dpp.sh	1	0.002	fc	ResNet20BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K1_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
18	cross_018_k1_fc_b0_002_sresnet20_avgg13_dpp.sh	1	0.002	fc	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K1_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
19	cross_019_k1_fc_b0_002_svgg13_aconvnet_dpp.sh	1	0.002	fc	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K1_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
20	cross_020_k1_fc_b0_002_svgg13_aresnet20_dpp.sh	1	0.002	fc	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K1_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
21	cross_021_k1_fc_b0_002_svgg13_avgg13_dpp.sh	1	0.002	fc	VGG13BN	VGG13BN	dpp	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K1_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=1 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
22	cross_022_k3_fc_b0_002_sconvnet_aconvnet_random.sh	3	0.002	fc	ConvNetBN	ConvNetBN	random	CIFAR10_ConvNetBN_fc_random_dog-bird_b0.002_eps8_seed42_K3_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
23	cross_023_k3_fc_b0_002_sconvnet_aresnet20_random.sh	3	0.002	fc	ConvNetBN	ResNet20BN	random	CIFAR10_ResNet20BN_fc_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_K3_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
24	cross_024_k3_fc_b0_002_sconvnet_avgg13_random.sh	3	0.002	fc	ConvNetBN	VGG13BN	random	CIFAR10_VGG13BN_fc_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_K3_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
25	cross_025_k3_fc_b0_002_sresnet20_aconvnet_random.sh	3	0.002	fc	ResNet20BN	ConvNetBN	random	CIFAR10_ConvNetBN_fc_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_K3_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
26	cross_026_k3_fc_b0_002_sresnet20_aresnet20_random.sh	3	0.002	fc	ResNet20BN	ResNet20BN	random	CIFAR10_ResNet20BN_fc_random_dog-bird_b0.002_eps8_seed42_K3_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
27	cross_027_k3_fc_b0_002_sresnet20_avgg13_random.sh	3	0.002	fc	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_fc_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_K3_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
28	cross_028_k3_fc_b0_002_svgg13_aconvnet_random.sh	3	0.002	fc	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_fc_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_K3_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
29	cross_029_k3_fc_b0_002_svgg13_aresnet20_random.sh	3	0.002	fc	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_fc_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_K3_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
30	cross_030_k3_fc_b0_002_svgg13_avgg13_random.sh	3	0.002	fc	VGG13BN	VGG13BN	random	CIFAR10_VGG13BN_fc_random_dog-bird_b0.002_eps8_seed42_K3_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
31	cross_031_k3_fc_b0_002_sconvnet_aconvnet_greedy.sh	3	0.002	fc	ConvNetBN	ConvNetBN	greedy	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K3_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
32	cross_032_k3_fc_b0_002_sconvnet_aresnet20_greedy.sh	3	0.002	fc	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_K3_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
33	cross_033_k3_fc_b0_002_sconvnet_avgg13_greedy.sh	3	0.002	fc	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_K3_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
34	cross_034_k3_fc_b0_002_sresnet20_aconvnet_greedy.sh	3	0.002	fc	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_K3_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
35	cross_035_k3_fc_b0_002_sresnet20_aresnet20_greedy.sh	3	0.002	fc	ResNet20BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K3_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
36	cross_036_k3_fc_b0_002_sresnet20_avgg13_greedy.sh	3	0.002	fc	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_K3_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
37	cross_037_k3_fc_b0_002_svgg13_aconvnet_greedy.sh	3	0.002	fc	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K3_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
38	cross_038_k3_fc_b0_002_svgg13_aresnet20_greedy.sh	3	0.002	fc	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K3_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
39	cross_039_k3_fc_b0_002_svgg13_avgg13_greedy.sh	3	0.002	fc	VGG13BN	VGG13BN	greedy	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K3_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
40	cross_040_k3_fc_b0_002_sconvnet_aconvnet_dpp.sh	3	0.002	fc	ConvNetBN	ConvNetBN	dpp	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K3_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
41	cross_041_k3_fc_b0_002_sconvnet_aresnet20_dpp.sh	3	0.002	fc	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K3_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
42	cross_042_k3_fc_b0_002_sconvnet_avgg13_dpp.sh	3	0.002	fc	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K3_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
43	cross_043_k3_fc_b0_002_sresnet20_aconvnet_dpp.sh	3	0.002	fc	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K3_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
44	cross_044_k3_fc_b0_002_sresnet20_aresnet20_dpp.sh	3	0.002	fc	ResNet20BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K3_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
45	cross_045_k3_fc_b0_002_sresnet20_avgg13_dpp.sh	3	0.002	fc	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K3_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
46	cross_046_k3_fc_b0_002_svgg13_aconvnet_dpp.sh	3	0.002	fc	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K3_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
47	cross_047_k3_fc_b0_002_svgg13_aresnet20_dpp.sh	3	0.002	fc	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K3_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
48	cross_048_k3_fc_b0_002_svgg13_avgg13_dpp.sh	3	0.002	fc	VGG13BN	VGG13BN	dpp	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K3_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=3 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
49	cross_049_k20_fc_b0_002_sconvnet_aresnet20_random.sh	20	0.002	fc	ConvNetBN	ResNet20BN	random	CIFAR10_ResNet20BN_fc_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
50	cross_050_k20_fc_b0_002_sconvnet_avgg13_random.sh	20	0.002	fc	ConvNetBN	VGG13BN	random	CIFAR10_VGG13BN_fc_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
51	cross_051_k20_fc_b0_002_sresnet20_aconvnet_random.sh	20	0.002	fc	ResNet20BN	ConvNetBN	random	CIFAR10_ConvNetBN_fc_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
52	cross_052_k20_fc_b0_002_sresnet20_avgg13_random.sh	20	0.002	fc	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_fc_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
53	cross_053_k20_fc_b0_002_svgg13_aconvnet_random.sh	20	0.002	fc	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_fc_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
